id,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct
840,Mine Ventilation & Environment,Atkinson's friction law,13,"A mine ventilation system uses a centrifugal fan to supply air to a long underground tunnel. The fan has a characteristic curve with a maximum flow rate of 2.5 m³/s at a pressure head of 10 kPa. The tunnel has a length of 1000 m and a diameter of 3.5 m. The air flow velocity in the tunnel is 5 m/s. Using Atkinson's friction law, determine the total pressure drop in the tunnel. Assume the air density is 1.2 kg/m³ and the friction factor is 0.02. Also, plot the Coward flammability triangle for methane (CH4) and compare the natural ventilation pressure in the tunnel with the pressure head of the fan. If the total pressure drop is 15.6 kPa, which one of the following is the correct fan characteristic curve equation?",Q = 2.5 * sqrt(P) * (1 - 0.01 * L / D),Q = 2.5 * sqrt(P) * (1 - 0.02 * L / D),Q = 2.5 * sqrt(P) * (1 - 0.03 * L / D),Q = 2.5 * sqrt(P) * (1 - 0.01 * L / D),2
841,Mine Ventilation & Environment,Atkinson's friction law,13,"A mine ventilation fan with a characteristic curve of Q = 0.5 × P^1.2 is installed in a mine with a length of 500 m and a diameter of 2 m. The air flow rate is 1.2 m³/s. The friction factor (f) for the pipeline is 0.02. Using Atkinson's friction law, calculate the total pressure drop (ΔP) in kPa, if the air density (ρ) is 1.2 kg/m³. Also, determine the fan's operating point on its characteristic curve.","ΔP = 14.4 kPa, Fan operating point: (0.6, 2.4)","ΔP = 18.3 kPa, Fan operating point: (0.8, 3.2)","ΔP = 22.1 kPa, Fan operating point: (1.0, 4.0)","ΔP = 25.9 kPa, Fan operating point: (1.2, 4.8)",2
842,Mine Ventilation & Environment,Atkinson's friction law,13,"A ventilation system in a coal mine has a fan with a characteristic curve that can be represented by the equation Q = 0.8 * (ΔP)^0.6, where Q is the airflow rate in m³/s and ΔP is the pressure difference across the fan in kPa. Atkinson's friction law is given by ΔP = 1.2 * L * (Q^2 / A^2), where L is the length of the duct in meters, A is the cross-sectional area of the duct in m², and Q is the airflow rate in m³/s. The natural ventilation pressure in the mine is 5 kPa. If the length of the duct is 50 m and the cross-sectional area is 0.1 m², what is the minimum airflow rate required to overcome the natural ventilation pressure and the fan's pressure drop? (Assume the fan's pressure drop is negligible at an airflow rate of 2 m³/s).",1.5 m³/s,2.5 m³/s,3.2 m³/s,4.1 m³/s,2
843,Mine Ventilation & Environment,Atkinson's friction law,13,"A ventilation system in an underground coal mine has a duct with a length of 120 m and an internal diameter of 1.2 m. The air flow rate is 0.5 m³/s and the air density is 1.2 kg/m³. The fan used is a centrifugal fan with a characteristic curve given by: Power (kW) = 5.5 × Q^1.8, where Q is the air flow rate in m³/s. If the fan is operating at a speed of 1450 rpm and the friction factor (f) is 0.02, calculate the total head loss (m) due to both fan and friction losses, if the fan is operating at a pressure of 0.8 MPa. Also, determine the minimum air velocity (m/s) required to avoid fire hazard in the mine, considering the Coward flammability triangle.","Fan power loss = 22.5 kW, Friction head loss = 15.6 m, Minimum air velocity = 2.5 m/s","Fan power loss = 15.6 kW, Friction head loss = 22.5 m, Minimum air velocity = 1.8 m/s","Fan power loss = 30.4 kW, Friction head loss = 20.1 m, Minimum air velocity = 3.2 m/s","Fan power loss = 20.1 kW, Friction head loss = 30.4 m, Minimum air velocity = 2.2 m/s",2
844,Mine Ventilation & Environment,Atkinson's friction law,13,"A 100 m long, 1.5 m diameter mine airway has a roughness factor of 0.02 m. The airway is to be ventilated by a fan with a characteristic curve given by Q = 0.5 ∗ P^1.2, where Q is in m^3/s and P is in kPa. The natural ventilation pressure in the airway is 0.5 kPa. Using Atkinson's friction law, calculate the fan power required to ventilate the airway at a flow rate of 2 m^3/s. The specific heat of air is 1.005 kJ/kgK and the air density is 1.2 kg/m^3. Assuming the airway is at a temperature of 25°C, calculate the fan power required.",150 kW,200 kW,250 kW,300 kW,2
845,Mine Ventilation & Environment,Atkinson's friction law,13,"A mine ventilation system consists of a 1000 m long, 2.5 m diameter duct with a gas flow rate of 10 m³/s. The air is flowing at a pressure of 0.8 MPa and a temperature of 25°C. The fan installed in the system has a characteristic curve of Ns²/m⁸ = 5.2 × 10⁻⁵ × Q³, where Q is the gas flow rate in m³/s. Using Atkinson's friction law, determine the pressure drop (in kPa) across the duct, considering the effect of fan characteristic curve.",12.8,15.6,18.4,21.2,1
846,Mine Ventilation & Environment,Atkinson's friction law,13,"A ventilation system in a coal mine has a fan with a characteristic curve given by Q = 2.5 * N^1.2, where Q is the air flow rate in m^3/s and N is the fan speed in rpm. The system also has a pipe with a length of 1000 m and an inner diameter of 1.5 m. The air flow rate through the pipe is 5 m^3/s. If the pressure drop due to friction is 20 kPa, what is the fan power required to overcome this pressure drop, considering the fan's efficiency is 80% and the air density is 1.2 kg/m^3? Assume the fan speed is 500 rpm.",100 kW,120 kW,150 kW,180 kW,2
847,Mine Ventilation & Environment,Atkinson's friction law,13,"A mine ventilation system consists of a 100 m long, 1.2 m diameter steel pipe with a roughness height of 0.05 mm. The air flow rate is 10 m³/s and the air pressure at the entrance is 100 kPa. The fan installed in the system has a characteristic curve given by Q = 10.5 m³/s at 100 kPa and Q = 13.5 m³/s at 120 kPa. Using Atkinson's friction law, calculate the pressure drop in the pipe and compare it with the fan's pressure rise. Assume the air density is 1.2 kg/m³ and the kinematic viscosity is 16.5 × 10⁻⁶ m²/s.",The pressure drop in the pipe is 15.6 kPa and the fan's pressure rise is 20 kPa.,The pressure drop in the pipe is 20 kPa and the fan's pressure rise is 15.6 kPa.,The pressure drop in the pipe is 15.6 kPa and the fan's pressure rise is 15.6 kPa.,The pressure drop in the pipe is 20 kPa and the fan's pressure rise is 20 kPa.,2
848,Mining Machinery & Materials Handling,Koepe winder slip criteria,13,"A Koepe winder is used in a coal mine to lift 1500 kN of rock at a speed of 1.2 m/s. The wire rope has a diameter of 80 mm and a breaking load of 1800 kN. The angle of wrap is 4.5 radians. The coefficient of friction between the wire rope and the drum is 0.25. Calculate the maximum permissible slip speed (in m/s) for a static factor of safety of 5. Considering the power required for lifting, if the power is 250 kW, determine the minimum required power (in kW) for the same lift, assuming a belt conveyor with a speed of 4 m/s and a mass flow rate of 1000 kg/s.",0.45 m/s,0.54 m/s,0.65 m/s,0.75 m/s,2
849,Mining Machinery & Materials Handling,Koepe winder slip criteria,13,"A Koepe winder is used to haul a 100 m long rope with a mass of 10,000 kg. The rope is wrapped around a drum with a diameter of 1.2 m. The winder is driven by an electric motor with a power output of 250 kW. The rope is subjected to a static tension of 200 kN. Determine the slip velocity of the rope. Assume the rope's coefficient of friction is 0.3 and the rope's mass per unit length is 0.05 kg/m. If the slip velocity is 0.5 m/s, what is the percentage increase in power required to maintain the same rope speed?",2.5% increase in power,3.2% increase in power,4.5% increase in power,5.1% increase in power,2
850,Mining Machinery & Materials Handling,Koepe winder slip criteria,13,"A Koepe winder is used to transport 1500 t/h of coal at a speed of 1.2 m/s. The wire rope has a diameter of 80 mm and a breaking load of 200 kN. If the static factor of safety is 4, determine the maximum permissible slip between the wire rope and the drum. Assume a friction coefficient of 0.2 between the wire rope and the drum. The mass density of coal is 1.4 t/m³.",0.012 m,0.015 m,0.018 m,0.022 m,2
851,Mining Machinery & Materials Handling,Koepe winder slip criteria,13,"A Koepe winder is used for hoisting ore from a depth of 500 m. The winder has a drum diameter of 4 m and a drum width of 1.2 m. The wire rope has a diameter of 50 mm and a breaking load of 1200 kN. The ore has a density of 2.8 t/m³. If the winder is operating at a speed of 2.5 m/s and the wire rope is experiencing a tension of 600 kN, determine the minimum speed at which the winder should operate to prevent slip. Given that the static factor of safety for the wire rope is 4 and the angle of wrap is 90°, calculate the power required to operate the winder.",The minimum speed is 2.2 m/s and the power required is 550 kW,The minimum speed is 2.5 m/s and the power required is 650 kW,The minimum speed is 2.8 m/s and the power required is 750 kW,The minimum speed is 3.2 m/s and the power required is 850 kW,2
852,Mining Machinery & Materials Handling,Koepe winder slip criteria,13,"A Koepe winder is used for hoisting ore from a depth of 500 m. The wire rope has a diameter of 120 mm and a breaking load of 400 kN. The winder is driven by a motor with a power rating of 250 kW. If the winder is operating at a speed of 5 m/s and the wire rope is under a tension of 200 kN, determine the static factor of safety of the wire rope. Consider the following factors: the weight of the ore (ρ = 2.7 t/m³) and the acceleration due to gravity (g = 9.81 m/s²). Assume the efficiency of the winder is 80%. What is the minimum required static factor of safety for the wire rope to prevent slip?",3.2,3.5,4.1,4.5,2
853,Mining Machinery & Materials Handling,Koepe winder slip criteria,13,"A Koepe winder is used to lift a rock mass of density 28 kN/m³ at a speed of 1.5 m/s. The wire rope has a diameter of 60 mm and a static factor of safety of 5. The angle of wrap is 4. If the slip velocity is 0.01 m/s, calculate the power required to lift the rock mass. Consider the efficiency of the winder as 0.8. Use the following formula for power: P = (m × g × v × tan(α)) / (η × F) where m is the mass flow rate, g is the acceleration due to gravity (9.81 m/s²), v is the speed of lift, α is the angle of wrap, η is the efficiency, and F is the static factor of safety.",P = 150.2 kW,P = 180.3 kW,P = 200.5 kW,P = 220.8 kW,2
854,Mining Machinery & Materials Handling,Koepe winder slip criteria,13,"A Koepe winder is being used to haul ore from a depth of 500 m. The wire rope has a breaking load of 1000 kN and a static factor of safety of 5. The winder is operating at a speed of 10 m/s and the load is 80% of the breaking load. Determine the maximum permissible slip velocity (in m/s) for the winder, given that the coefficient of friction between the wire rope and the drum is 0.3. If the calculated slip velocity exceeds 0.5 m/s, the winder will experience slippage. The mass of the ore is 3.0 t/m³ and the density of the wire rope is 7800 kg/m³.",0.23 m/s,0.42 m/s,0.62 m/s,0.83 m/s,2
855,Mining Machinery & Materials Handling,Belt conveyor power,13,"A belt conveyor is used to transport 1000 t/h of coal at a speed of 4 m/s. The belt is 1200 mm wide and has a mass per unit length of 0.02 kg/m. The angle of wrap of the drive pulley is 180°. The power required to convey the coal is given by P = (m × v × g × (1 + sin(θ))) / 1000, where m is the mass flow rate, v is the velocity, g is the acceleration due to gravity, and θ is the angle of wrap. If the power required is 450 kW, determine the tension in the belt at the drive pulley.",Tension in the belt at the drive pulley = 200 kN,Tension in the belt at the drive pulley = 250 kN,Tension in the belt at the drive pulley = 300 kN,Tension in the belt at the drive pulley = 350 kN,2
856,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,"A bord and pillar mine with a room height of 3.5 m and a pillar width of 4.2 m is being operated at a depth of 450 m. The in-situ stress is 2.1 MPa in the x-direction and 1.8 MPa in the y-direction. The coal seam has a density of 1.3 t/m³ and a uniaxial compressive strength of 27.5 MPa. The pillar is being depillared using a longwall powered support with a resistance of 5.1 kN/m. The powder factor for the depillaring operation is 0.65 kg/m³. The stripping ratio is 2.8:1. If the mine is operating at a production rate of 1200 t/h, calculate the total energy consumption for the depillaring operation in Ns²/m⁸. Assume the energy consumption for the longwall powered support is 0.15 Ns²/m⁸/kN and the energy consumption for the blasting operation is 0.25 Ns²/m⁸/kg.",1.32 × 10⁵ Ns²/m⁸,1.45 × 10⁵ Ns²/m⁸,1.60 × 10⁵ Ns²/m⁸,1.75 × 10⁵ Ns²/m⁸,2
857,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,"A bord and pillar mine is being operated in a coal seam with a thickness of 2.5 m. The pillar width is 4.5 m and the spacing between pillars is 6.0 m. The average coal density is 1.35 t/m³. The mine is being extracted at a rate of 2.5 m³/s. The powder factor for the blast is 0.8 kg/m³. The blast is being carried out with a powder strength of 450 MPa. The longwall powered support resistance is 1.2 MN/m. The stripping ratio is 2.5. Determine the total energy released per second in the blast, in Ns²/m⁸.",1.5 x 10^6 Ns²/m⁸,2.1 x 10^6 Ns²/m⁸,2.5 x 10^6 Ns²/m⁸,3.2 x 10^6 Ns²/m⁸,2
858,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,A bord and pillar mine has a coal block with dimensions 100 m x 50 m x 10 m. The pillar spacing is 10 m and the coal density is 1.5 t/m³. The mine is extracting 2000 t/h of coal. The powder factor for blasting is 0.6 kg/m³. Calculate the stripping ratio and the total energy required for depillaring per day. Assume the energy required for blasting is proportional to the powder factor and the volume of coal blasted. The proportionality constant is 2.5 Ns²/m⁸. The energy required for depillaring is proportional to the volume of coal extracted and the powder factor. The proportionality constant is 1.8 Ns²/m⁸. The coal hardness is 2.5 GPa.,"Stripping ratio = 2.5, Total energy required for depillaring = 4500 kN·m","Stripping ratio = 2.2, Total energy required for depillaring = 4200 kN·m","Stripping ratio = 2.8, Total energy required for depillaring = 4800 kN·m","Stripping ratio = 2.0, Total energy required for depillaring = 4000 kN·m",1
859,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,"A bord and pillar mine with a 5 m x 5 m pillar spacing is to be depillared using a 3 m diameter jumbo drill. The geotechnical parameters of the coal seam are: uniaxial compressive strength (UCS) = 30 MPa, tensile strength = 1.5 MPa, and the rock mass rating (RMR) = 50. The blasting parameters are: powder factor = 0.5 kg/m³, explosive density = 0.9 g/cm³, and the specific energy of detonation (SED) = 3500 kJ/kg. The mine has a 10° inclination and the pillar is to be depillared in 4 stages. If the average advance per stage is 20 m, calculate the total stripping ratio for the mine.",1.25,1.50,1.75,2.00,1
860,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,"A bord and pillar mine with a production rate of 1000 t/h is being operated at a depth of 500 m. The pillar extraction ratio is 0.2 and the average density of the coal is 1.5 t/m³. The mine has a ventilation rate of 0.05 m³/s per ton of coal mined. If the powder factor for the blast is 0.5 kg/t and the average coal hardness is 80 MPa, determine the total power required for ventilation in kW. Assume the fan efficiency is 80% and neglect the power required for other machinery.",150 kW,200 kW,250 kW,300 kW,2
861,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,"A bord and pillar mine with a coal seam thickness of 3.5 m is being operated with a pillar spacing of 6.0 m. The average density of the coal is 1.4 t/m³. The mine is extracting 4000 t/day of coal with a specific energy consumption of 0.8 kWh/t. The ventilation rate is 0.2 m³/s. The powder factor for the mine is 0.35 kg/t. The average strength of the coal is 8.5 MPa. If the mine is operated for 300 days, what is the total energy consumption in kWh, and what is the required resistance of the longwall powered support system to withstand the maximum stress of 4.5 MPa? Assume a stripping ratio of 2.5:1 and a blast powder factor of 0.35 kg/t.","Energy consumption = 1,440,000 kWh, Resistance required = 150 kN","Energy consumption = 1,200,000 kWh, Resistance required = 120 kN","Energy consumption = 1,600,000 kWh, Resistance required = 180 kN","Energy consumption = 1,800,000 kWh, Resistance required = 200 kN",1
862,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,"A bord and pillar mine with a working width of 8.5 m and a pillar width of 4.5 m is being operated at a depth of 500 m. The in-situ stress at the mine is 8.5 MPa in the horizontal direction and 5.2 MPa in the vertical direction. The rock mass rating (RMR) is 55. If the mine is being extracted at a rate of 0.25 m³/s, and the powder factor for blasting is 0.65 kg/m³, what is the minimum required strip ratio to maintain a long-term extraction rate of 0.15 m³/s?",1.25,1.35,1.45,1.55,2
863,Surface & Underground Mining Methods,Longwall powered support resistance,13,"A longwall face is equipped with powered support consisting of hydraulic roof supports and shearers. The roof supports have a total length of 100 m and are spaced at 1.5 m intervals. The maximum allowable roof pressure is 2.5 MPa. The shearers have a total length of 80 m and are spaced at 1.2 m intervals. The maximum allowable shearer resistance is 120 kN/m. If the roof pressure and shearer resistance are measured to be 2.2 MPa and 110 kN/m, respectively, what is the percentage increase in the total power required to operate the longwall face, assuming a constant velocity of 1.5 m/s?",5.5%,6.2%,7.8%,8.5%,2
864,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,"A bord and pillar mine with a dip of 20° is being operated with a pillar extraction ratio of 0.5. The average pillar strength is 2.5 MPa and the mine is extracting 1000 t/h of coal. If the powder factor for the mine is 0.5 kg/t, the resistance offered by the longwall powered support system is 150 kN/m, and the stripping ratio is 2.5, calculate the total energy expenditure (in Ns²/m⁸) for the mine per day, considering the mine operates 24 hours a day.",1.23 x 10^7,1.45 x 10^7,1.67 x 10^7,2.01 x 10^7,2
865,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,"A bord and pillar mine with a working height of 3.5 m and a pillar width of 4.2 m is being depillared. The roof and floor rocks have uniaxial compressive strengths of 25 MPa and 18 MPa, respectively. The geotechnical parameters are: c = 10 kN/m², φ = 30°, and γ = 25 kN/m³. If the powder factor for the depillaring blast is 0.8 kg/m³, what is the minimum required strip ratio to achieve a depillaring rate of 150 m²/h?",1.25,1.50,1.75,2.00,2
866,Surface & Underground Mining Methods,Bord and Pillar depillaring,13,"A bord and pillar mine has a pillar size of 6 m x 6 m x 10 m. The average density of the coal is 1.4 t/m³. The coal is extracted at a rate of 1000 t/h. If the pillar is to be depillared using a longwall powered support system with a resistance of 1.8 MPa, what is the minimum powder factor required to extract the coal at the given rate, given that the stripping ratio is 2.5 and the blasthole diameter is 0.1 m? Assume a gas flow rate of 0.05 m³/s and a gas pressure of 5 bar.",0.005 kN/m³,0.012 kN/m³,0.018 kN/m³,0.025 kN/m³,2
867,Engineering Mathematics,Matrix eigenvalues,14,"A hydroelectric dam's water flow is modeled by the matrix equation d/dt [x(t)] = A x(t), where x(t) is the water level (m³/s) and A = [[-2, 1], [0, -3]] (s⁻¹) is the system matrix. If the initial water level is x(0) = [2, 1] (m³/s), find the water level x(5) (m³/s) using the Cayley-Hamilton theorem.","x(5) = [1.718, 0.618] (m³/s)","x(5) = [1.836, 0.618] (m³/s)","x(5) = [1.618, 0.836] (m³/s)","x(5) = [1.618, 1.618] (m³/s)",1
868,Engineering Mathematics,Matrix eigenvalues,14,"A hydraulic cylinder is subjected to a pressure of 10 MPa in the x-direction and 5 MPa in the y-direction. The stiffness matrix of the cylinder is given by [k] = [[1000, 500], [500, 2000]]. Determine the natural frequencies and mode shapes of the system using the Cayley-Hamilton theorem. If the first natural frequency is 50 rad/s, use Simpson's 1/3 rule to estimate the value of the integral ∫[0,π/2] (sin^2 x) dx. Assuming that the cylinder fails when the stress exceeds 80 MPa, use the Poisson distribution to find the probability that the system will fail in the next 1000 hours, given that the mean time between failures is 500 hours.","The natural frequencies of the system are 50 rad/s and 70 rad/s, and the corresponding mode shapes are given by [x, y]^T = [1, 0]^T and [x, y]^T = [0, 1]^T.","The natural frequencies of the system are 50 rad/s and 100 rad/s, and the corresponding mode shapes are given by [x, y]^T = [1, 0]^T and [x, y]^T = [0, 1]^T.","The natural frequencies of the system are 50 rad/s and 120 rad/s, and the corresponding mode shapes are given by [x, y]^T = [1, 0]^T and [x, y]^T = [0, 1]^T.","The natural frequencies of the system are 50 rad/s and 150 rad/s, and the corresponding mode shapes are given by [x, y]^T = [1, 0]^T and [x, y]^T = [0, 1]^T.",1
869,Engineering Mathematics,Matrix eigenvalues,14,"A hydroelectric power plant has two turbines, each with a power output of 100 MW. The turbines are connected to a generator, which supplies power to a load. The load is modeled as a second-order system with a mass of 10,000 kg and a damping coefficient of 100 Ns/m. The turbine's rotational speed is 1000 rpm. If the eigenvalues of the system are -1 ± j2, calculate the maximum power that can be supplied to the load using Simpson's 1/3 rule, assuming a Poisson distribution of the load's power factor with a mean of 0.8 and a standard deviation of 0.1.",150 MW,200 MW,250 MW,300 MW,2
870,Engineering Mathematics,Matrix eigenvalues,14,"A hydraulic system is governed by the following matrix equation: [d^2x/dt^2] = [4, 2; 2, 6] [x, y]^T, where x and y are the displacements of two pistons in meters. If the system is initially at rest, and the pistons are displaced by 1 m and 0.5 m respectively, find the maximum acceleration of the pistons in m/s^2 after 2 seconds, using the eigenvalues of the coefficient matrix.",10.0 m/s^2,12.0 m/s^2,15.0 m/s^2,18.0 m/s^2,2
871,Engineering Mathematics,Matrix eigenvalues,14,"A hydraulic system is modeled by the following differential equation: d²x/dt² + 2λdx/dt + (λ² + 1)x = 0. The system is subjected to an initial displacement of 0.5 m and an initial velocity of 1.2 m/s. If the damping coefficient λ is 2.5 Ns/m, determine the time (in seconds) at which the displacement x(t) will be 0.8 m. Assume the system is critically damped.",1.23 s,1.45 s,1.67 s,1.89 s,2
872,Engineering Mathematics,Matrix eigenvalues,14,"A hydraulic cylinder with a diameter of 0.2 m is subjected to a pressure of 10 MPa. The cylinder is made of a material with a Young's modulus of 2 x 10^5 MPa. Using the Cayley-Hamilton theorem, determine the eigenvalues of the stiffness matrix. If the cylinder is subjected to a sinusoidal load of 100 kN at a frequency of 5 rad/s, use Simpson's 1/3 rule to estimate the maximum stress in the cylinder. Given that the Poisson's ratio of the material is 0.3, calculate the volumetric strain. Assume that the material follows Hooke's law.","Eigenvalues of the stiffness matrix are 1.2 x 10^6 and 2.5 x 10^6, maximum stress is 120 MPa, and volumetric strain is 0.06.","Eigenvalues of the stiffness matrix are 2.5 x 10^6 and 1.2 x 10^6, maximum stress is 100 MPa, and volumetric strain is 0.08.","Eigenvalues of the stiffness matrix are 1.5 x 10^6 and 3.0 x 10^6, maximum stress is 150 MPa, and volumetric strain is 0.04.","Eigenvalues of the stiffness matrix are 3.0 x 10^6 and 1.5 x 10^6, maximum stress is 180 MPa, and volumetric strain is 0.02.",1
873,Engineering Mathematics,Matrix eigenvalues,14,"A hydroelectric power plant has a Francis turbine with a rated power output of 100 MW. The turbine has a rotational speed of 150 rpm. The water flow rate is 40 m³/s. The density of water is 1000 kg/m³. If the turbine efficiency is 90%, calculate the minimum diameter of the turbine runner to ensure a maximum pressure difference of 10 MPa across the runner. Consider the following matrix equation representing the turbine's dynamics: [1 0; -0.5 1] × [x;y] = [0;0], where x and y are the angular and linear velocities, respectively. Use the Cayley-Hamilton theorem to determine the eigenvalues of the matrix and select the appropriate value.",The minimum diameter is 2.5 m.,The minimum diameter is 3.2 m.,The minimum diameter is 4.1 m.,The minimum diameter is 5.5 m.,2
874,Engineering Mathematics,Matrix eigenvalues,14,"A hydraulic cylinder with a diameter of 0.2 m is subjected to a pressure of 4 MPa. The cylinder is modeled as a thin-walled tube with a length of 1 m. If the Poisson distribution is used to model the pressure fluctuations, and the mean pressure is 3.5 MPa with a standard deviation of 0.5 MPa, what is the minimum eigenvalue of the stress matrix, assuming a Young's modulus of 2.1e5 MPa and a Poisson's ratio of 0.3? Apply Simpson's 1/3 rule to integrate the stress matrix over the length of the cylinder, and use the Cayley-Hamilton theorem to find the minimum eigenvalue.",1.25e6 Ns²/m⁸,1.50e6 Ns²/m⁸,1.75e6 Ns²/m⁸,2.00e6 Ns²/m⁸,2
875,General Aptitude & Reasoning,Logical deduction,14,"A cylindrical tank of diameter 4 m and height 3 m is filled with water at a rate of 0.2 m³/s. If the water level rises by 1.5 m in 10 minutes, calculate the percentage increase in the water level in the tank.",6.25%,7.5%,8.33%,9.52%,2
876,General Aptitude & Reasoning,Logical deduction,14,"A conveyor belt, 10 m long, is moving at a speed of 2 m/s. A 500 kg block is placed at one end of the belt. If the coefficient of friction between the block and the belt is 0.2, and the belt is accelerated from rest to a speed of 4 m/s in 10 seconds, what is the average power generated by the belt in kW? Assume the block is at an angle of 30° to the horizontal, and the acceleration is uniform.",1.2 kW,1.5 kW,1.8 kW,2.0 kW,2
877,General Aptitude & Reasoning,Logical deduction,14,"A cylindrical tank with a diameter of 4 m and a height of 10 m is filled with water at a rate of 0.5 m³/s. If the tank is 75% full, what is the time taken (in seconds) for the water level to rise by 2.5 m? Assume the density of water to be 1000 kg/m³.",150 s,200 s,250 s,300 s,2
878,General Aptitude & Reasoning,Logical deduction,14,"A conveyor belt 10 km long is moving at a speed of 5 km/h. A box is placed at one end of the belt. At what time will the box reach the other end of the belt, if the conveyor belt starts moving at 5 km/h and the box starts moving at 2 km/h? Assume the acceleration of the box is 0.5 m/s².",Time = 2000 s,Time = 2500 s,Time = 3000 s,Time = 3500 s,2
879,General Aptitude & Reasoning,Logical deduction,14,"A conveyor belt moves at a speed of 2.5 m/s. A box of mass 250 kg is placed on the belt. If the coefficient of kinetic friction between the box and the belt is 0.2, and the angle of inclination of the belt is 30°, what is the acceleration of the box in m/s²? Assume the belt is moving on a frictionless surface.",1.25 m/s²,1.67 m/s²,2.5 m/s²,3.33 m/s²,2
880,General Aptitude & Reasoning,Logical deduction,14,"A conveyor belt is moving at a speed of 10 m/s. It is carrying a load of 5 kN. If the belt is 100 m long and the load is uniformly distributed, what is the minimum time required to move the load 20 m along the belt? Assume the acceleration due to gravity is 9.81 m/s². Express your answer in seconds.",5.05 s,10.1 s,15.15 s,20.2 s,2
881,Geomechanics & Ground Control,Mohr-Coulomb failure,14,"A coal mine is excavated in a rock mass with the following properties: σv = 20 MPa, σh = 15 MPa, σv = 10 MPa, φ = 35°, and the rock mass has a Bieniawski RMR value of 55. If a rock bolt is installed with a length of 5 m and a diameter of 0.025 m, and a tributary area pillar of 10 m x 10 m x 5 m is excavated, calculate the maximum allowable axial load on the rock bolt, considering the Mohr-Coulomb failure criterion. The rock bolt has a capacity of 200 kN. Assuming a tributary area pillar stress of 1.5 MPa, and using the Barton Q-system, determine the correct option.",The maximum allowable axial load on the rock bolt is 150 kN.,The maximum allowable axial load on the rock bolt is 180 kN.,The maximum allowable axial load on the rock bolt is 220 kN.,The maximum allowable axial load on the rock bolt is 250 kN.,2
882,Geomechanics & Ground Control,Mohr-Coulomb failure,14,A coal mine is excavating a coal seam with a thickness of 2.5 m. The in-situ stress at the depth of 300 m is σh = 10 MPa and σv = 5 MPa. The coal seam has a cohesion of 0.2 MPa and an angle of internal friction of 30°. A rock bolt is installed to support the roof. The rock bolt has a yield strength of 1000 MPa and an elastic modulus of 200 GPa. The tributary area of the pillar is 10 m x 10 m. The rock bolt is loaded with a tensile force of 100 kN. Determine the factor of safety of the rock bolt against failure using the Mohr-Coulomb failure criterion. Assume the rock bolt is subjected to a normal stress of 0.5 MPa and a shear stress of 0.2 MPa.,FS = 1.5,FS = 2.0,FS = 2.5,FS = 3.0,2
883,Geomechanics & Ground Control,Mohr-Coulomb failure,14,"A coal mine pillar is 6 m wide and 10 m high. The uniaxial compressive strength of the coal is 10 MPa. The major and minor principal stresses at the pillar center are 6 MPa and 2 MPa, respectively. Determine the factor of safety against Mohr-Coulomb failure, considering the friction angle of the coal as 30°. Also, calculate the required rock bolt capacity to support the pillar. Assume the rock bolt area as 0.1 m² and the rock bolt yield strength as 500 kN.","FS = 1.25, Rock bolt capacity = 250 kN","FS = 1.5, Rock bolt capacity = 300 kN","FS = 1.75, Rock bolt capacity = 350 kN","FS = 2.0, Rock bolt capacity = 400 kN",2
884,Geomechanics & Ground Control,Mohr-Coulomb failure,14,"A coal mine has a seam with a thickness of 2.5 m and a uniaxial compressive strength of 40 MPa. The in-situ stress at a depth of 250 m is 10 MPa in the horizontal direction and 5 MPa in the vertical direction. A square pillar of side length 4 m is formed by extracting coal from both sides of the pillar. If the pillar is reinforced with rock bolts with a capacity of 250 kN, what is the minimum required spacing between the rock bolts to prevent failure of the pillar? Assume the rock mass has a Bieniawski RMR of 55 and a Barton Q-system parameter Q = 10. The Mohr-Coulomb failure criterion is applicable. The angle of internal friction is 30° and the cohesion is 200 kPa. Neglect the weight of the pillar. Use the tributary area pillar stress formula to calculate the pillar stress.",1.2 m,1.5 m,2.0 m,2.5 m,2
885,Geomechanics & Ground Control,Mohr-Coulomb failure,14,"A coal mine is excavated in a rock mass with a uniaxial compressive strength of 40 MPa. The rock mass is classified as RMR 55. A 3 m x 3 m square pillar is left unmined to support the overlying rock. The pillar is subjected to a vertical stress of 2.5 MPa and a horizontal stress of 1.5 MPa. The rock bolt is used to reinforce the pillar with a capacity of 100 kN. What is the minimum diameter of the rock bolt required to prevent the pillar from failing due to Mohr-Coulomb failure? Assume that the angle of internal friction is 30° and the cohesion is 0.5 MPa. Consider the Bieniawski RMR system and Barton Q-system for rock mass characterization. Also, calculate the tributary area pillar stress using the Q-system. Ignore the effect of rock bolt on the tributary area pillar stress.",0.1 m,0.2 m,0.3 m,0.4 m,2
